10:26:38.587,0
10:26:39.097,0
10:26:39.608,0
10:26:40.086,0
10:26:40.598,0
10:26:41.077,0
10:26:41.587,0
10:26:42.100,0
10:26:42.576,0
10:26:43.093,0
10:26:43.602,0
10:26:44.081,0
10:26:44.629,1
10:26:45.144,1
10:26:45.658,1
10:26:46.206,1
10:26:46.718,1
10:26:47.233,1
10:26:47.783,1
10:26:48.284,1
10:26:48.831,1
10:26:49.339,1
10:26:49.852,1
10:26:50.401,1
10:26:50.912,1
10:26:51.456,1
10:26:51.969,1
10:26:52.509,1
10:26:53.027,1
10:26:53.543,1
10:26:54.058,0
10:26:54.533,0
10:26:55.045,0
10:26:55.557,0
10:26:56.037,0
10:26:56.553,0
10:26:57.036,0
10:26:57.551,0
10:26:58.029,0
10:26:58.542,0
10:26:59.054,0
10:26:59.535,0
10:27:00.050,0
10:27:00.527,0
10:27:01.038,0
10:27:01.550,0
10:27:02.029,0
10:27:02.539,0
10:27:03.049,0
10:27:03.557,0
10:27:04.033,0
10:27:04.540,0
10:27:05.054,0
10:27:05.527,0
10:27:06.038,0
10:27:06.548,0
10:27:07.027,0
10:27:07.535,0
10:27:08.047,0
10:27:08.552,0
10:27:09.032,0
10:27:09.541,0
10:27:10.056,0
10:27:10.532,0
10:27:11.047,0
10:27:11.553,0
10:27:12.028,0
10:27:12.567,1
10:27:13.083,1
10:27:13.626,1
10:27:14.139,1
10:27:14.686,1
10:27:15.198,1
10:27:15.709,1
10:27:16.255,1
10:27:16.763,1
10:27:17.309,1
10:27:17.821,1
10:27:18.332,1
10:27:18.876,1
10:27:19.384,1
10:27:19.929,1
10:27:20.443,1
10:27:20.958,1
10:27:21.501,1
10:27:22.014,1
10:27:22.558,1
10:27:23.069,1
10:27:23.608,1
10:27:24.117,1
10:27:24.628,1
10:27:25.183,1
10:27:25.691,1
10:27:26.236,1
10:27:26.749,1
10:27:27.259,1
